TRADING SESSION ANALYSIS - NIFTY 50 (Local 5)
Generated,3/3/2026, 1:42:44 PM
Start Date,1/3/2022, 3:15:00 PM

PERFORMANCE SUMMARY
Total P&L,613476.80
Win Rate,42.9%
Winning Trades,147
Losing Trades,196
Avg Win,21861.49
Avg Loss,13266.14
Profit Factor,1.24

POSITION SUMMARY
ID,Direction,Entry Date/Time,Exit Date/Time,Entry Price,Exit Price,Qty,PnL,Duration (min),SL,Target,SL Hit,TP Hit,Trend Reversed,PnL at Reversal,Exit Reason,Category,LT Market,HT Market,Entry Pos,LLHH Pivot,Entry Sign,Align E(S),Align E(V),Align M(S),Align M(V),Notes,Screenshot (E),Screenshot (M)
1970-01-20T00:38:05.400Z,SELL,17708.65,666,NIFTY 50 (Local 5),0.00,17723.65,17678.65,NO,NO,YES,-19080.60,MANUAL,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:38:08.100Z,BUY,17669.35,666,NIFTY 50 (Local 5),26173.80,,,NO,NO,YES,-17832.10,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1yu5FkqZtuuerpJLWspYC6HKcDR8WCqFi/view?usp=drivesdk
1970-01-20T00:39:33.000Z,BUY,17568.15,333,NIFTY 50 (Local 5),0.00,17538.15,17628.15,NO,NO,YES,-17832.10,MANUAL,System,Range,Bear-Trend,on-MA,HH-HL,H3/L3,Yes,Yes,Yes,Yes,"",
1970-01-20T00:39:35.400Z,SELL,17527.4,333,NIFTY 50 (Local 5),-13569.75,,,NO,NO,YES,-19080.60,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1MFVLe3zLcsiF0jrFP7MPIdgwGKDYXudr/view?usp=drivesdk
1970-01-20T00:39:43.500Z,SELL,17550.05,454,NIFTY 50 (Local 5),0.00,17583.05,17484.05,NO,NO,YES,-19080.60,MANUAL,System,Bull-Reversal,Range,gap-opposite,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"Micro DT, also second leg climax, BO failure",
1970-01-20T00:39:45.300Z,BUY,17499.7,454,NIFTY 50 (Local 5),22858.90,17468.7,17561.7,NO,NO,YES,-17832.10,MANUAL,System,Range,Range,gap,HH-HL,None,Yes,Yes,Yes,Yes,"",https://drive.google.com/file/d/1uCmrK_rRf3Ebate4Hg4gwv_rptr9Me5i/view?usp=drivesdk
1970-01-20T00:43:49.800Z,SELL,17403.45,322,NIFTY 50 (Local 5),0.00,17434.45,17341.45,NO,NO,YES,-19080.60,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:43:52.200Z,BUY,17338.8,322,NIFTY 50 (Local 5),20817.30,,,NO,NO,YES,-17832.10,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1oa_gKIZ0gAhJu2eDt6VHtygQgMuQZ87K/view?usp=drivesdk
1970-01-20T00:43:58.200Z,SELL,17296.5,256,NIFTY 50 (Local 5),0.00,17335.5,17218.5,NO,NO,YES,-19080.60,MANUAL,System,Bear-Trend,Bear-Trend,on-MA,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:44:00.900Z,BUY,17212.8,256,NIFTY 50 (Local 5),21427.20,,,NO,NO,YES,-17832.10,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1yVurdCsTxrftXb4vsT674dI_wmuUsojk/view?usp=drivesdk
1970-01-20T00:44:04.500Z,SELL,17188.2,333,NIFTY 50 (Local 5),0.00,17218.2,17128.2,NO,NO,YES,-19080.60,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:44:06.000Z,BUY,17225.9,333,NIFTY 50 (Local 5),-12554.10,,,NO,NO,YES,-17832.10,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1dNvmO53RyvhrkvRXMk-xhNckR4xt2gD1/view?usp=drivesdk
1970-01-20T00:45:13.200Z,SELL,17236.95,151,NIFTY 50 (Local 5),0.00,17302.95,17104.95,NO,NO,YES,-19080.60,MANUAL,System,Bull-Trend,Bear-Trend,gap-opposite,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T00:45:16.800Z,BUY,17090.9,151,NIFTY50 (Local 5m),22053.55,,,NO,NO,YES,-17832.10,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1O6lgzzKrlyq4hvo-fRVFwoleUVXQJPlp/view?usp=drivesdk
1970-01-20T00:45:27.900Z,SELL,17188,294,NIFTY50 (Local 5m),0.00,17222,17120,NO,NO,YES,-19080.60,MANUAL,System,Bear-Trend,Range,on-MA,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:45:32.100Z,BUY,17252.9,294,NIFTY50 (Local 5m),-19080.60,,,NO,NO,YES,-19080.60,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1CojzT7cJdTP0WNpdU98FxwNFJMmTazqc/view?usp=drivesdk
1970-01-20T00:46:48.300Z,BUY,17419.95,454,NIFTY50 (Local 5m),0.00,17397.95,17463.95,NO,NO,YES,-17832.10,MANUAL,System,Bull-Trend,Bull-Trend,gap,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T00:46:51.900Z,SELL,17384.85,454,NIFTY50 (Local 5m),-15935.40,,,NO,NO,YES,-29165.25,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/15bVj6M8Gk6H-UidAjuLtI6Njw_ZeEk18/view?usp=drivesdk
1970-01-20T00:55:18.900Z,SELL,16879.1,212,NIFTY50 (Local 5m),0.00,16926.1,16785.1,NO,NO,YES,-29165.25,MANUAL,System,Range,Bear-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T00:55:22.800Z,BUY,16939,212,NIFTY50 (Local 5m),-12698.80,,,NO,NO,YES,-17832.10,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/10E-B_H6XNnmn_-1_PrPCa1f6CXLkqRWv/view?usp=drivesdk
1970-01-20T00:55:28.500Z,BUY,17076.15,208,NIFTY50 (Local 5m),0.00,17028.15,17172.15,NO,NO,YES,-17832.10,MANUAL,System,Bull-Trend,Bull-Trend,gap,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T00:55:32.700Z,SELL,17200.6,208,NIFTY50 (Local 5m),25885.60,,,NO,NO,YES,-29165.25,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1bUV8ualaWUwa76omiCdT4KaCM8vr432c/view?usp=drivesdk
1970-01-20T00:56:45.600Z,BUY,17357.35,227,NIFTY50 (Local 5m),0.00,17313.35,17445.35,NO,NO,YES,-17832.10,MANUAL,System,Bull-Trend,Bull-Trend,on-MA,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:56:48.600Z,SELL,17307.05,227,NIFTY50 (Local 5m),-11418.10,,,NO,NO,YES,-29165.25,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1ZEbpwv6xwb7EYkN8pVSW-Kkmm1mix4FP/view?usp=drivesdk
1970-01-20T00:56:52.500Z,SELL,17317.75,555,NIFTY50 (Local 5m),0.00,17335.75,17281.75,NO,NO,YES,-29165.25,MANUAL,System,Bear-Trend,Bull-Trend,on-MA,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:56:53.700Z,BUY,17370.3,555,NIFTY50 (Local 5m),-29165.25,,,NO,NO,YES,-29165.25,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1sfLwiJ1bJca5ixKNZCXT5m3TUKf9PEVD/view?usp=drivesdk
1970-01-20T00:56:57.900Z,BUY,17430.25,250,NIFTY50 (Local 5m),0.00,17390.25,17510.25,NO,NO,YES,-17832.10,MANUAL,System,Bull-Trend,Bull-Trend,gap,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:57:02.400Z,SELL,17371.85,250,NIFTY50 (Local 5m),-14600.00,,,NO,NO,YES,-10388.80,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1RxBbdopSyHNcBLuJksBHKIQ3iDNA9KxX/view?usp=drivesdk
1970-01-20T00:58:13.200Z,SELL,17278.45,212,NIFTY50 (Local 5m),0.00,17325.45,17184.45,NO,NO,YES,-10388.80,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:58:14.700Z,BUY,17326.4,212,NIFTY50 (Local 5m),-10165.40,,,NO,NO,YES,-17832.10,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1bdkLduEubv9J8A2CYo9ysO-72kqfcIhE/view?usp=drivesdk
1970-01-20T00:58:23.400Z,SELL,17382.05,526,NIFTY50 (Local 5m),0.00,17401.05,17344.05,NO,NO,YES,-10388.80,MANUAL,System,Bull-Trend,Bull-Trend,gap-opposite,LH-LL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T00:58:25.200Z,BUY,17413.55,526,NIFTY50 (Local 5m),-16569.00,,,NO,NO,YES,-17832.10,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1XJT9MUJOscnkEvRCEJZhUkejV0onjTLV/view?usp=drivesdk
1970-01-20T01:03:57.600Z,SELL,17125.45,238,NIFTY50 (Local 5m),0.00,17167.45,17041.45,NO,NO,YES,-10388.80,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:03:59.700Z,BUY,17172.8,238,NIFTY50 (Local 5m),-11269.30,,,NO,NO,YES,-17832.10,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1uuaklGp7ZeyXqtxU4rUvR0Cr1U4nGW3Y/view?usp=drivesdk
1970-01-20T01:04:08.100Z,BUY,17310.7,286,NIFTY50 (Local 5m),0.00,17278.404375814585,17383.093242504336,NO,NO,YES,-17832.10,MANUAL,System,Bull-Trend,Bull-Trend,gap,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:04:12.300Z,SELL,17248.35,286,NIFTY50 (Local 5m),-17832.10,,,NO,NO,YES,-17832.10,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1sOpUIKHzRGnY01w4vw307SJCXVS_qdZI/view?usp=drivesdk
1970-01-20T01:06:52.500Z,SELL,17121.6,232,NIFTY50 (Local 5m),0.00,17164.6,17035.6,NO,NO,YES,-10388.80,MANUAL,System,Range,Bull-Trend,on-MA,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:06:54.300Z,BUY,17173,232,NIFTY50 (Local 5m),-11924.80,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1E6ucAWGZ5_GH3JFAjcBV9lMq1Vhd-Pxc/view?usp=drivesdk
1970-01-20T01:07:08.100Z,SELL,17144.5,434,NIFTY50 (Local 5m),0.00,17167.5,17098.5,NO,NO,YES,-10388.80,MANUAL,System,Range,Bull-Trend,gap-opposite,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:07:08.700Z,BUY,17071.7,434,NIFTY50 (Local 5m),31595.20,,,NO,NO,YES,-6741.90,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/18mIbWidYkj8gx6EzCIu0QVH0CRxZ_A94/view?usp=drivesdk
1970-01-20T01:08:30.000Z,SELL,16418.85,164,NIFTY50 (Local 5m),0.00,16475.505675259716,16292.629761446704,NO,NO,YES,-10388.80,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:08:30.300Z,BUY,16476.15,164,NIFTY50 (Local 5m),-9397.20,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1fw0SSGzxL72xPzYXUA2zIQ92fksKIP_4/view?usp=drivesdk
1970-01-20T01:09:48.000Z,BUY,16714.35,357,NIFTY50 (Local 5m),0.00,16686.35,16770.35,NO,NO,YES,-6741.90,MANUAL,System,Bull-Reversal,Bull-Trend,gap,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:09:50.100Z,SELL,16674.35,357,NIFTY50 (Local 5m),-14280.00,,,NO,NO,YES,-10388.80,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1902KZ5qqzsDAQ8MlmAy6VlRalO3AZeSh/view?usp=drivesdk
1970-01-20T01:09:52.200Z,SELL,16640.9,151,NIFTY50 (Local 5m),0.00,16706.9,16508.9,NO,NO,YES,-10388.80,MANUAL,System,Bear-Trend,Bull-Trend,on-MA,LH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:09:58.800Z,BUY,16709.7,151,NIFTY50 (Local 5m),-10388.80,,,NO,NO,YES,-10388.80,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1Zg-Bx25DlV0SXOpQcZe11q3w8egSu6XR/view?usp=drivesdk
1970-01-20T01:09:59.400Z,SELL,16642.6,128,NIFTY50 (Local 5m),0.00,16720.6,16486.6,NO,NO,YES,-3353.60,MANUAL,System,Range,Range,on-MA,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:10:02.100Z,BUY,16671.4,128,NIFTY50 (Local 5m),-3686.40,16643.4,16727.4,NO,YES,YES,-3353.60,MANUAL,System,Range,Range,gap,HH-HL,None,Yes,Yes,Yes,Yes,"",https://drive.google.com/file/d/17v4qunhg9LBnab5cPXipXSAJnOS9mxzE/view?usp=drivesdk
1970-01-20T01:14:03.000Z,SELL,16450.45,833,NIFTY50 (Local 5m),0.00,16462.45,16426.45,NO,NO,YES,748.80,MANUAL,System,Bear-Trend,Bear-Trend,gap,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:14:03.300Z,BUY,16471.85,833,NIFTY50 (Local 5m),-17826.20,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1VBkJ4sG7-3DVk3hpbaDXeUOF1J5_k8yA/view?usp=drivesdk
1970-01-20T01:14:17.100Z,SELL,16650.65,138,NIFTY50 (Local 5m),0.00,16722.65,16506.65,NO,NO,YES,748.80,MANUAL,System,Range,Range,on-MA,LH-HL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:14:18.900Z,BUY,16723.65,138,NIFTY50 (Local 5m),-10074.00,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1PPkIh6jDuoHLlnDdpeTIECBzYjN9zel1/view?usp=drivesdk
1970-01-20T01:16:56.700Z,SELL,16583.9,217,NIFTY50 (Local 5m),0.00,16629.9,16491.9,NO,NO,YES,748.80,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:17:05.100Z,BUY,16485.95,217,NIFTY50 (Local 5m),21255.15,,,NO,NO,YES,-6741.90,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1txJ0T5K4UZPsmR7n9n8TYxoMji07lS2c/view?usp=drivesdk
1970-01-20T01:17:06.600Z,SELL,16548.7,312,NIFTY50 (Local 5m),0.00,16580.7,16484.7,NO,NO,YES,748.80,MANUAL,System,Range,Bear-Trend,gap-opposite,HH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:17:13.500Z,BUY,16584.05,312,NIFTY50 (Local 5m),-11029.20,,,NO,NO,YES,748.80,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1rG26me2Xsu1rIQzZAw9sUOa8uLl-wwZX/view?usp=drivesdk
1970-01-20T01:18:29.400Z,SELL,16640.4,476,NIFTY50 (Local 5m),0.00,16661.4,16598.4,NO,NO,YES,-9526.80,MANUAL,System,Range,Bull-Trend,on-MA,HH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:18:30.000Z,BUY,16575.65,476,NIFTY50 (Local 5m),30821.00,,,NO,NO,YES,-6741.90,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1uNM9i7PrPdXsfx5yDVnGNM1gh8w2MfqJ/view?usp=drivesdk
1970-01-20T01:19:56.400Z,SELL,16243.25,303,NIFTY50 (Local 5m),0.00,16566.316557778686,,NO,NO,YES,-9526.80,MANUAL,System,Bull-Trend,Bear-Trend,gap-opposite,HH-HL,H3/L3,Yes,Yes,Yes,Yes,"",
1970-01-20T01:19:57.000Z,BUY,16288.4,303,NIFTY50 (Local 5m),-13680.45,16236.4,16392.4,NO,NO,YES,-6741.90,MANUAL,System,Range,Range,gap,HH-HL,None,Yes,Yes,Yes,Yes,"",
1970-01-20T01:25:38.700Z,BUY,15775.8,333,NIFTY50 (Local 5m),0.00,15745.8,15835.8,NO,NO,YES,-6741.90,MANUAL,System,Bear-Trend,Bear-Trend,gap-opposite,LH-LL,None,Yes,Yes,Yes,Yes,"",
1970-01-20T01:25:39.900Z,SELL,15733.55,333,NIFTY50 (Local 5m),-14069.25,15786.55,15627.55,YES,NO,YES,-9526.80,MANUAL,System,Range,Range,gap,HH-HL,None,Yes,Yes,Yes,Yes,"",
1970-01-20T01:25:42.600Z,SELL,15722.75,204,NIFTY50 (Local 5m),0.00,15771.75,15624.75,NO,NO,YES,-9526.80,MANUAL,System,Bear-Trend,Bear-Trend,on-MA,HH-LL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:25:46.800Z,BUY,15780.25,204,NIFTY50 (Local 5m),-11730.00,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1DztojV86knjitYKB8NEaDWNU9gHyR2GA/view?usp=drivesdk
1970-01-20T01:25:48.900Z,SELL,15844.15,144,NIFTY50 (Local 5m),0.00,15913.15,15706.15,NO,NO,YES,-9526.80,MANUAL,System,Bull-Trend,Range,gap-opposite,HH-HL,H3/L3,Yes,Yes,Yes,Yes,"",
1970-01-20T01:25:49.800Z,BUY,15923.15,144,NIFTY50 (Local 5m),-11376.00,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/16DqHqzlPcMAwPPr9o57MafkC1VAnxXNB/view?usp=drivesdk
1970-01-20T01:28:37.500Z,SELL,16622.7,217,NIFTY50 (Local 5m),0.00,16668.7,16530.7,NO,NO,YES,-9526.80,MANUAL,System,Bear-Trend,Bull-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:28:38.400Z,BUY,16669.3,217,NIFTY50 (Local 5m),-10112.20,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1LW8M5wRdViISQHmpxZTU6tjqwxWoK7if/view?usp=drivesdk
1970-01-20T01:28:42.000Z,SELL,16500.35,370,NIFTY50 (Local 5m),0.00,16527.35,16446.35,NO,NO,YES,-9526.80,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:28:42.600Z,BUY,16578.05,370,NIFTY50 (Local 5m),-28749.00,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1_lfw3ChcCHpFg-QlzeEb96jjQXkcq3bL/view?usp=drivesdk
1970-01-20T01:28:43.500Z,SELL,16569.15,204,NIFTY50 (Local 5m),0.00,16618.15,16471.15,NO,NO,YES,-9526.80,MANUAL,System,Bear-Trend,Bear-Trend,on-MA,HH-HL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:28:45.300Z,BUY,16600.3,204,NIFTY50 (Local 5m),-6354.60,16536.3,16728.3,NO,NO,YES,-9526.80,TIME_OVER,System,Range,Range,gap,HH-HL,None,Yes,Yes,Yes,Yes,"",
1970-01-20T01:30:07.200Z,SELL,16589.25,344,NIFTY50 (Local 5m),0.00,16618.25,16531.25,NO,NO,YES,-4971.40,MANUAL,System,Bear-Trend,Bear-Trend,on-MA,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:30:08.100Z,BUY,16618.55,344,NIFTY50 (Local 5m),-10079.20,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1gnNJvX2UtGR-OL3X39_vGCBo6EI4I-eb/view?usp=drivesdk
1970-01-20T01:34:11.100Z,BUY,16641.75,277,NIFTY50 (Local 5m),0.00,16605.75,16713.75,NO,NO,YES,-6741.90,MANUAL,System,Bull-Trending-range,Bull-Trend,on-MA,LH-LL,None,Yes,Yes,Yes,Yes,"",
1970-01-20T01:34:15.600Z,SELL,16714.1,277,NIFTY50 (Local 5m),20040.95,,,NO,NO,YES,-4971.40,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1llplknH4AcoNxWf1pMJXUneYv1p7oQkL/view?usp=drivesdk
1970-01-20T01:37:19.800Z,SELL,16878.8,322,NIFTY50 (Local 5m),0.00,16909.8,16816.8,NO,NO,YES,-4971.40,MANUAL,System,Bear-Trend,Bull-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:37:21.900Z,BUY,16912.2,322,NIFTY50 (Local 5m),-10754.80,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",
1970-01-20T01:44:17.400Z,SELL,17232.7,270,NIFTY50 (Local 5m),0.00,17269.7,17158.7,NO,NO,YES,-4971.40,MANUAL,System,Bear-Trend,Range,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:44:20.700Z,BUY,17273.95,270,NIFTY50 (Local 5m),-11137.50,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1Bape6Gfv0lZsiXNTjZiPz32AH54OmULT/view?usp=drivesdk
1970-01-20T01:44:22.500Z,SELL,17258.15,434,NIFTY50 (Local 5m),0.00,17281.15,17212.15,NO,NO,YES,-4971.40,MANUAL,System,Range,Bear-Trend,on-MA,LH-LL,None,Yes,Yes,Yes,Yes,"",
1970-01-20T01:44:25.800Z,BUY,17196.5,434,NIFTY50 (Local 5m),26756.10,,,NO,NO,YES,-6741.90,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1X-kl0V6MeDLmhWJUkJqGfzWZ0apHpeLh/view?usp=drivesdk
1970-01-20T01:44:30.000Z,SELL,17152.55,416,NIFTY50 (Local 5m),0.00,17176.55,17104.55,NO,NO,YES,-4971.40,MANUAL,System,Bear-Trend,Bear-Trend,on-MA,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:45:41.100Z,BUY,17066.2,416,NIFTY50 (Local 5m),35921.60,,,NO,NO,YES,-6741.90,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1eu9lZDk23ZOG6wgJwNizkm32wzmGiK8i/view?usp=drivesdk
1970-01-20T01:45:42.600Z,SELL,17041.8,212,NIFTY50 (Local 5m),0.00,17088.8,16947.8,NO,NO,YES,-4971.40,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:45:52.800Z,BUY,17138.55,212,NIFTY50 (Local 5m),-20511.00,17022.55,17370.55,YES,NO,YES,-4971.40,MANUAL,System,Range,Range,gap,HH-HL,None,Yes,Yes,Yes,Yes,"",
1970-01-20T01:48:40.800Z,BUY,17284.1,322,NIFTY50 (Local 5m),0.00,17253.1,17346.1,NO,NO,YES,-6741.90,MANUAL,System,Bull-Trend,Range,gap,HH-HL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:48:42.600Z,SELL,17239.25,322,NIFTY50 (Local 5m),-14441.70,,,NO,NO,YES,-17610.60,SL,System,,,,,,No,No,Yes,Yes,"",
1970-01-20T01:48:46.200Z,SELL,17164.45,370,NIFTY50 (Local 5m),0.00,17191.45,17110.45,NO,NO,YES,-17610.60,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:48:48.300Z,BUY,17214.65,370,NIFTY50 (Local 5m),-18574.00,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",
1970-01-20T01:50:14.100Z,SELL,17141.55,416,NIFTY50 (Local 5m),0.00,17165.55,17093.55,NO,NO,YES,-17610.60,MANUAL,System,Bear-Reversal,Bear-Trend,on-MA,LH-HL,H3/L3,Yes,Yes,Yes,Yes,"",
1970-01-20T01:50:15.900Z,BUY,17088.55,416,NIFTY50 (Local 5m),22048.00,,,NO,NO,YES,-6741.90,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1C00gqZj768-WlZzEaC5aqhL1Mg9v4nny/view?usp=drivesdk
1970-01-20T01:54:28.200Z,SELL,17026.05,769,NIFTY50 (Local 5m),0.00,17039.05,17000.05,NO,NO,YES,-17610.60,MANUAL,System,Bear-Trend,Bear-Trend,gap,LH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:54:29.400Z,BUY,17050.4,769,NIFTY50 (Local 5m),-18725.15,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",
1970-01-20T01:55:53.100Z,BUY,17296.5,454,NIFTY50 (Local 5m),0.00,17274.5,17340.5,NO,NO,YES,-6741.90,MANUAL,System,Bull-Trend,Bull-Trend,on-MA,LH-HL,H3/L3,Yes,Yes,Yes,Yes,"",
1970-01-20T01:55:53.700Z,SELL,17266.8,454,NIFTY50 (Local 5m),-13483.80,,,NO,NO,YES,-17610.60,SL,System,,,,,,No,No,Yes,Yes,"",
1970-01-20T01:55:57.000Z,SELL,17267.1,588,NIFTY50 (Local 5m),0.00,17284.1,17233.1,NO,NO,YES,-17610.60,MANUAL,System,Bear-Trend,Bull-Trend,on-MA,LH-HL,H3/L3,Yes,Yes,Yes,Yes,"",
1970-01-20T01:55:58.200Z,BUY,17297.05,588,NIFTY50 (Local 5m),-17610.60,,,NO,NO,YES,-17610.60,SL,System,,,,,,No,No,Yes,Yes,"",
1970-01-20T01:57:26.700Z,SELL,17496.65,714,NIFTY50 (Local 5m),0.00,17510.65,17468.65,NO,NO,YES,-4680.00,MANUAL,System,Range,Bull-Trend,gap-opposite,HH-LL,H1/L1,Yes,Yes,Yes,Yes,"",
1970-01-20T01:57:27.600Z,BUY,17462.75,714,NIFTY50 (Local 5m),24204.60,,,NO,NO,YES,-6741.90,TP,System,,,,,,No,No,Yes,Yes,"",https://drive.google.com/file/d/1uhszoyl4zVDHEUnaf7vCk7se8plR2nWj/view?usp=drivesdk
1970-01-20T01:57:28.800Z,SELL,17452.05,370,NIFTY50 (Local 5m),0.00,17479.05,17398.05,NO,NO,YES,-4680.00,MANUAL,System,Bear-Trend,Bull-Trend,on-MA,LH-LL,Reverse-H2/L2,Yes,Yes,Yes,Yes,"",
1970-01-20T01:57:30.900Z,BUY,17481.75,370,NIFTY50 (Local 5m),-10989.00,,,NO,NO,YES,-6741.90,SL,System,,,,,,No,No,Yes,Yes,"",
